name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
DODO,exchanges,DEX,"AMM DEX, Farming, Staking",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,$DODO holders create/vote DIPs; multisig/team executes; AMM is non-custodial → semi,"Farming, Exchanges, Staking, DeFi, decentralized-exchange-dex-token, ethereum-ecosystem, binance-launchpool, coinbase-ventures-portfolio, three-arrows-capital-portfolio, cms-holdings-portfolio, defiance-capital-portfolio, framework-ventures-portfolio, alameda-research-portfolio, pantera-capital-portfolio, exnetwork-capital-portfolio, near-protocol-ecosystem, arbitrum-ecosystem, bnb-chain-ecosystem, dwf-labs-portfolio, binance-ecosystem, binance-listing, Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), BNB Chain Ecosystem, Binance Launchpool, Polygon Ecosystem, Near Protocol Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Coinbase Ventures Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, Pantera Capital Portfolio, Aurora Ecosystem, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Galaxy Digital Portfolio, made-in-china, Made in China",DODO,UTILITY,https://app.dodoex.io,,"arbitrum,aurora,avalanche,base,bnb-chain,ethereum,linea,optimism,polygon",0,17701300,0.99965834,24269596.06,725703404.4,1000000000,0.02438358718,3123,31905890.35,5390,2.20259895,3.54802268,-2.9324744,-24.88664842,-41.15968809,-46.18942239,18112864
Ekubo,exchanges,DEX,"AMM DEX, DAO Tooling",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,MIXED,DECENTRALIZED,EKUBO token with on-chain proposals/votes on Starknet; community can submit and pass binding changes; company builds apps but governance power sits with tokenholders,"Pools, Exchanges, DeFi, ethereum-ecosystem, starknet-ecosystem",EKUBO,GOVERNANCE,https://ekubo.org/,,starknet,0,,,37791511.17,0,10000000,3.782802871,3096,4354180492,1063664,1.19726342,-3.54292563,-10.00009772,-17.82876453,7.34650732,-34.08888226,61564869
Champignons of Arborethia,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn, Staking",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,CENTRALIZED,"Game token exists but no binding DAO; studio controls content, economy and ops → centralized despite advisory voting/“staking” posts","gaming, memes, play-to-earn, Gaming (GameFi), NFT, Play To Earn, Ethereum Ecosystem, RPG, Action Games",CHAMPZ,REWARD,https://play.champz.world,,"ethereum,immutablezkevm",0,0,,265925,1000000000,1000000000,0.00026592,3095,1.88,4494,0,-11.15326,-4.39582,-99.99999012,-99.99999156,-99.99998629,
Star Atlas,games,NFT marketplace,"Play 2 Earn, Metaverse, DAO Tooling, Marketplace",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,MIXED,DECENTRALIZED,POLIS ve-model with locked voting power and on-chain execution; Star Atlas Foundation supports but decisions are DAO-driven,"NFT, Games, Play to Earn, Marketplaces, Governance, collectibles-nfts, gaming, ethereum-ecosystem, solana-ecosystem, metaverse, petrock-capital-portfolio, play-to-earn, terra-ecosystem, bnb-chain-ecosystem, Gaming (GameFi), Solana Ecosystem, Animoca Brands Portfolio, Gaming Utility Token, Made in USA, MMO",POLIS,GOVERNANCE,https://staratlas.com,,solana,0,0,,18945180,21155001572,36000000000,0.0008450647058,3092,3101.83,66464,-0.45318786,-5.32729524,-8.04942921,-16.32027554,-21.13387628,-10.37979046,
WOOFi,exchanges,DEX,"AMM DEX, DEX Aggregator, Aggregator, Perpetuals",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,WOO DAO stewards treasury; community votes but execution and product ops handled by foundation/company → semi,"Exchanges, Staking, Yield, DeFi, centralized-exchange, decentralized-exchange-dex-token, ethereum-ecosystem, yield-farming, amm, three-arrows-capital-portfolio, avalanche-ecosystem, exnetwork-capital-portfolio, polygon-ecosystem, near-protocol-ecosystem, arbitrum-ecosystem, mvb, vbc-ventures-portfolio, injective-ecosystem, bnb-chain-ecosystem, binance-ecosystem, binance-listing, derivatives, perp-dex-coins",WOO,UTILITY,https://woofi.com,,"arbitrum,avalanche,base,bnb-chain,ethereum,fantom,linea,mantle,optimism,polygon,zksync-era",0,,,52813249.29,1905073375,2205073375,0.02792411304,3033,14973139.79,787413,2.53265472,3.93324674,-4.28755391,-32.732628,-52.94195581,-60.1066396,14636110
Highlight,marketplaces,Payments/RWA,"Marketplace, DAO Tooling, Tokenized rewards",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,NFT creator/market tooling with no public DAO or governance rights; policies/fees run by company,"Art, NFT, Marketplaces",,,https://highlight.xyz/,,"arbitrum,base,ethereum,optimism,other,polygon",0,0,0,0,0,0,0,3033,31184.88,3930,0,0,0,0,0,0,
FusionX Finance,exchanges,DEX,"Analytics, Perpetuals, AMM DEX, Liquidity Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Mantle-native DEX/perps ecosystem; non-custodial DeFi contracts, but protocol governance/ops appear team-operated (no binding DAO-owned timelock confirmed in surfaced sources).","DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",FSX,UTILITY,https://fusionx.finance/,,mantle,0,,,0,0,0,0,3011,1335574.99,1524179,,,,,,,153645
Storm Trade,exchanges,DEX,"AMM DEX, Perpetuals, DAO Tooling, Farming",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,TON perpetuals bot with STORM token and “governance” claims; voting not shown as binding; team runs infra → semi,"Farming, Exchanges, Staking, DeFi, toncoin-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), TON Ecosystem, Exchange-based Tokens, Perpetuals",STORM,UTILITY,https://storm.tg/,,ton,0,11507002,0.18454528,2596585.918,258229085,1000000000,0.00822356189,3007,5918195.78,77590,2.19467804,2.61719922,-11.10154244,-26.00896759,-46.27504014,-35.86830471,11715114
Freya: The Starfall,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Tactical RPG with FREYA token described as governance/utility and revenue-sharing mechanics; however, no binding on-chain DAO execution is evidenced in the surfaced materials—treat as studio-controlled governance narrative.","NFT, Games, Play to Earn",FREYA,REWARD,https://linktr.ee/Freya_Starfall,,immutablezkevm,0,0,0,0,0,0,0,2985,0,3757,0,0,0,0,0,0,
Morkie,collectibles,NFT marketplace,"NFT Marketplace, Social, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"NFT project/site; no DAO docs; platform, mints and rules operator-run","NFT, Staking, DeFi, communications-social-media, social-money, Polygon Ecosystem",MORK,UTILITY,https://morkie.xyz/,,polygon,0,0,,0,0,4000000000,0.00000165,2936,1277.75,4274,0,0.69867,-1.42283181,-58.55821964,-45.19500813,-49.71721207,0
iZUMi Finance,exchanges,DEX,"AMM DEX, DAO Tooling, Farming, Privacy",TRUE,TRUE,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,"veNFT “veiZi” confers governance power; on-chain voting exists, but core ops/frontends remain team-run → semi","Farming, DeFi, privacy, ethereum-ecosystem, bnb-chain-ecosystem, zksync-era-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), BNB Chain Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, ZkSync Ecosystem, Mantle Ecosystem, Linea Ecosystem, Base Ecosystem, Manta Network Ecosystem, Scroll Ecosystem, Exchange-based Tokens",IZI,GOVERNANCE,https://izumi.finance/home,,"base,blast,bnb-chain,core,ethereum,gravity,linea,mantle,polygon,zetachain,zksync-era",388.5,48794088,,7485534.303,787400000,2000000000,0.009507890766,2927,2308940.75,60801,0.0087792,-0.45088333,2.71315953,-13.18522782,-10.92812672,126.503622,49359433
Crypto.com DeFi Swap,exchanges,DEX,"AMM DEX, Wallet",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Swap feature within Crypto.com’s DeFi/Onchain wallet; routing and feature policy are controlled by the company (even if swaps use external protocols like Stargate/LayerZero).,,CRO,UTILITY,https://crypto.com/defi/swap,,ethereum,0,0,0,0,0,0,0,2922,11040479.41,0,0,0,0,0,0,0,
Hello Pixel,collectibles,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Play 2 Earn",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram wallet/mini-app with PIXEL rewards; no DAO/governance over ops → centralized,"NFT, Token Launch Platforms, Exchanges, DeFi, Games",PIXEL,REWARD,https://t.me/pixel_wallet_bot/wallet,,"polygon,skale-europa",0,0,0,0,0,0,0,2917,3123.31,523462,0,0,0,0,0,0,
Ostium,exchanges,Payments/RWA,"Analytics, Tokenized rewards, Yield Optimizer",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Arbitrum perps platform for RWAs; self-custodial and on-chain execution, but governance token/DAO control is described as future-oriented—current control is best treated as team-led.","Pools, RWA, Exchanges, Yield, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://ostium.app,,arbitrum,0,,,0,0,0,0,2901,58152240.52,216973,,,,,,,49251401
GMGN,social,NFT marketplace,"Social, Analytics, Marketplace",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Trading/copy-trading “meme sniper” interface/tooling; no protocol DAO governance identified—service is centrally operated with ToS and product control.,"Move to Earn, Social, Exchanges, DeFi, Marketplaces, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://gmgn.ai/,,ethereum,0,,,0,0,0,0,2843,3610702.7,8344,,,,,,,
EARNM Rewards,other,NFT Gaming,"DAO Tooling, Play 2 Earn, Staking, Yield Optimizer",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Rewards platform with proprietary “mystery boxes”; no user governance of protocol parameters,"Staking, Yield, Games, Play to Earn, Governance",EARNM,REWARD,https://www.earnm.com/dappradar-generator,,polygon,0,0,0,0,0,0,0,2837,2187.33,4935,0,0,0,0,0,0,
BANANA,other,NFT Gaming,"DAO Tooling, Play 2 Earn",TRUE,FALSE,NONE,COMPANY_OWNED,CENTRALIZED,Telegram clicker; no token governance (PEEL points) and no DAO—fully operator-run,"Games, NFT, Polygon Ecosystem, Ethereum Ecosystem, Ronin Ecosystem",,,https://x.com/thebananagameee,,kaia,0,0,,7083899,5138281.949,730000000,0.096766,2793,0,5308,0,7.62249,-5.83861637,-19.98196288,-90.16229318,-90.16229318,
Kingpin,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,DAO_OWNED,CENTRALIZED,"Play-to-earn NFT game listed under NFT Gaming; DAO owns it. Gameplay rules, economy, and upgrades appear fully studio-controlled, with on-chain assets but centralized product governance.",Games,,,https://kingpinbowl.com/,,core,0,0,0,0,0,0,0,2766,0,2765,0,0,0,0,0,0,
Slotana Coin Flip,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Solana coin-flip; SLA token announced/future governance, but today rules/treasury controlled by team → centralized","Gambling, Casino, Games, Play to Earn",SLA,UTILITY,https://slotana.io/,,solana,0,0,0,0,0,0,0,2738,289379.34,215116,0,0,0,0,0,0,
Syndicate of Vigilantes,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"AR/GPS mission game; token is referenced as VIGI in ecosystem comms, but there’s no evidence of binding DAO governance—game ops and economy are centrally controlled.","NFT, Games, Play to Earn, Augmented Reality, Gaming (GameFi), Shooting Games",VIGI,REWARD,https://syndicateofvigilantes.com/,,immutablezkevm,0,0,0,0,0,1000000000,0,2727,0,4155,0,0,0,0,0,0,
CoinFantasy,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Play 2 Earn, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,CFT positioned as governance/utility; voting via community channels while execution remains team-led → semi,"Yield, DeFi, Games, Play to Earn",CFT,REWARD,https://play.coinfantasy.io/,,hedera,0,0,0,0,0,0,0,2681,124.07,4856,0,0,0,0,0,0,
NILE Exchange,exchanges,DEX,"AMM DEX, Farming, Identity, Yield Optimizer",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,veNILE (vote-lock) steers emissions/fees; gauges are binding but exchange ops by team/foundation → semi,"Pools, Farming, Exchanges, Yield, DeFi, solana-ecosystem",NILE,GOVERNANCE,https://www.thenile.exchange/,,linea,0,,,71555.98135,0,499999888859,0.00004042882382,2678,755983.99,5416,0,-14.67934331,-24.10276958,-25.91207928,-56.90390869,-79.83584361,1234666
JetBolt,collectibles,NFT marketplace,"NFT Marketplace, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 platform/token branding around “gas-free/zero-fee” interactions; governance is not presented as DAO/timelock-based—project direction remains centrally owned/operated.,"Layer 2, Social, DeFi",JETBOLT,UTILITY,https://jetbolt.io/,,skale-calypso,0,0,0,0,0,0,0,2652,0,45455,0,0,0,0,0,0,
CryptoCarto,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"“Claim a spot on Earth” NFT map on Klaytn/Kaia; ERC-721 minting is on-chain, but platform governance/ops are centrally managed (no DAO governance indicated).","Content Creation, Knowledge, NFT, Social, Games",,,https://cryptocarto.xyz/,,kaia,0,0,0,0,0,0,0,2553,0,5064,0,0,0,0,0,0,
APX,exchanges,DEX,"AMM DEX, Perpetuals, Staking",TRUE,TRUE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,APX DAO uses RFC→Snapshot flow; team/foundation executes upgrades/params → semi,"Exchanges, Staking, DeFi, services, reputation, Decentralized Finance (DeFi), BNB Chain Ecosystem, Perpetuals, YZi Labs (Prev. Binance Labs) Portfolio, Binance Alpha Spotlight",APX,UTILITY,https://www.apollox.finance/en,,"arbitrum,base,bnb-chain,ethereum,zksync-era",0,83064466,,36975217,703179,803179,0.289243,2544,12193545.69,74779,0,4.21688,-8.46657,-75.68893,0,0,
Cambria: Duel Arena,collectibles,NFT marketplace,"NFT Marketplace, DAO Tooling, Play 2 Earn",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Ronin/Abstract PvP title; no governance docs; economy and rules run by studio,"Games, Play to Earn",,,https://lobby.cambria.gg/,,"abstract,base,blast,ronin",0,0,0,0,0,0,0,2524,8055217.52,253136,0,0,0,0,0,0,
TradeOS,other,Infrastructure,"Marketplace, Social, DeFi Infrastructure, Analytics",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Decentralised P2P trading + escrow positioning; still operated and built by a core team/company (Bounty Bay Labs referenced in third-party material), with no binding DAO governance evidenced.","Social, Marketplaces",,,https://www.tradeos.xyz,,"arbitrum,ton,solana",0,0,0,0,0,0,0,2512,18079.08,3205,0,0,0,0,0,0,
SONEX,exchanges,DEX,"AMM DEX, Analytics, DAO Tooling, Yield Optimizer",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"New Soneium DEX; governance not active yet; claims community focus, but team runs launches and listings → semi","Exchanges, Yield, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://www.sonex.so/,,soneium,7,,,0,0,0,0,2461,164875.53,20642,,,,,,,726024
Cluster Yield,high-risk,Yield Aggregator,"Staking, Yield Optimizer",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Yield tool/site with token; no clear DAO mechanics; operator controls strategies → centralized,"Staking, Yield, DeFi",CLSTR,SPECULATIVE,https://clusteryield.com/,,bnb-chain,0,0,0,0,0,0,0,2455,1848265.97,49289,0,0,0,0,0,0,
MOBOX,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Farming",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,MBOX/veMBOX used for proposals; game/platform ops by company → semi,"NFT, Metaverse, Games, Marketplaces, collectibles-nfts, defi, gaming, yield-farming, binance-launchpool, play-to-earn, arbitrum-ecosystem, bnb-chain-ecosystem, dwf-labs-portfolio, binance-ecosystem, binance-listing, Gaming (GameFi), BNB Chain Ecosystem, Binance Launchpool, Play To Earn, Arbitrum Ecosystem, Animoca Brands Portfolio, RPG, Gaming Blockchains, Gaming Governance Token, YZi Labs (Prev. Binance Labs) Portfolio",MBOX,UTILITY,http://www.mobox.io,,bnb-chain,0,0,,19059995.67,500322467,550322467,0.05868847067,2409,35267.06,21845,0.30514474,-14.9228859,-14.64983633,-9.10311502,-0.18672659,26.92845754,0
Polplus,defi,DAO Tooling,"Yield Optimizer, Staking, DAO Tooling",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Polygon staking/referral “POL staking” dApp marked inactive on DappRadar; no DAO/Snapshot/on-chain governance surfaced—operation (when active) appears fully operator-run.,"Exchanges, Staking, Yield, DeFi, Governance",,,https://polplus.us/,,polygon,0,0,0,0,0,0,0,2405,26143.94,13691,0,0,0,0,0,0,
Koi Finance,exchanges,DEX,"AMM DEX, DAO Tooling, Farming, Identity",TRUE,TRUE,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,veKOI/veRewards indicate vote-lock governance over emissions; contracts non-custodial but ops centralized → semi,"Farming, Exchanges, Yield, DeFi, Governance, decentralized-exchange-dex-token, privacy, ethereum-ecosystem, amm, zksync-era-ecosystem, dwf-labs-portfolio",KOI,GOVERNANCE,https://koi.finance/,,"ethereum,zksync-era",0,,,352215.6162,0,1000000000,0.0006768406436,2402,1558575.91,3155,1.30E-07,0.51631402,-13.02875927,-25.20653141,-32.10079494,-55.59737732,1743992
Gacha,gambling,NFT Gaming,"Casino, Analytics, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"NFT “gacha” protocol framing: protocol/token narrative describes progressive decentralisation to $GACHA tokenholders over time, but no evidence of binding DAO/timelock execution live today—treat as team-controlled with on-chain components.","Gambling, Casino, Games, research, analytics",GACHA,REWARD,https://www.gacha.game/,,abstract,0,,,0,0,0,,2400,1394212.29,176741,,,,,,,31663
Genso Metaverse,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Metaverse, Play 2 Earn",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,MV is governance token with DAO messaging; studio still executes core game/dev → semi,"NFT, Metaverse, Games, Marketplaces",MV,REWARD,https://genso.game,,polygon,0,0,0,0,0,0,0,2398,129.28,64183,0,0,0,0,0,0,
Learn NEAR Club,social,Social Network,Social,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Education/community site; no protocol admin or DAO—content and operations run by the Learn NEAR Club team,"Content Creation, Knowledge, AI",,,https://learnnear.club/,,near,0,0,0,0,0,0,0,2392,799.9,20769,0,0,0,0,0,0,
Puush.fun,collectibles,NFT marketplace,"NFT Marketplace, DAO Tooling, Farming, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Fair-launch platform with operator-set rules; no binding token governance or DAO process disclosed,"Farming, Token Launch Platforms, Exchanges, DeFi, Games",PUUSH,UTILITY,https://www.puush.fun/,,cronos,0,0,0,0,0,0,0,2380,1803427.88,18971,0,0,0,0,0,0,
Interport Finance,exchanges,DEX,"AMM DEX, Cross-chain DEX, DAO Tooling, Privacy",TRUE,TRUE,SNAPSHOT_OFFCHAIN,DAO_OWNED,SEMI_DECENTRALIZED,Project terms state a DAO with ITP governance token for proposals/fees; execution via DAO/multisig implies semi.,"Exchanges, DeFi, decentralized-exchange-dex-token, privacy, ethereum-ecosystem, avalanche-ecosystem, polygon-ecosystem, fantom-ecosystem, arbitrum-ecosystem, cross-chain, bnb-chain-ecosystem, zksync-era-ecosystem, base-ecosystem, linea-ecosystem, polygon-zkevm-ecosystem",ITP,UTILITY,https://app.interport.fi/,,"abstract,arbitrum,astar,aurora,avalanche,base,blast,bnb-chain,celo,core,ethereum,fantom,gravity,kaia,kroma,linea,mantle,opbnb,optimism,polygon,ronin,sei,soneium,telosevm,unichain,zksync-era",0,,,274023.2346,0,150000000,,2369,41942310.6,2870,0,0,-1.98934204,-25.08718014,-36.80722467,-42.88514311,26478
